Pelicula,Director,Duración,Sala,Horario,Fecha,Cine,Film_URL,Poster_URL,Idioma_Original,Calificación,Estreno,Intérpretes,Sinopsis
TRES ADIOSES,Isabel Coixet,122,06,17:30,2026-02-16,Renoir Princesa,https://www.cinesrenoir.com/pelicula/tres-adioses/,https://media.pillalas.com/imagenes/726afb526abffa832ea2a44a189894de905fc7e94534a8bf4ef6bf13e5ccdfe90922c22e.jpg,Italiano,No recomendada para menores de 12 años,Viernes 6 Febrero 2026,"Alba Rohrwacher, Elio Germano, Francesco Carril, Silvia D Amico, Galatea Bellugi, Sarita Choudhury","Tras lo que parecía una discusión sin importancia, Marta (Alba Rohrwacher) y Antonio (Elio Germano) se separan. Él, un chef prometedor, se refugia en sus fogones; ella, en su silencio, empieza a notar algo más que tristeza: ha perdido el apetito… y no solo por desamor. Cuando descubre que detrás hay un problema de salud, todo da un giro inesperado: la comida sabe mejor, la música le llega como nunca y el deseo despierta sus ganas de vivir sin miedo.
Una historia sobre el amor, la vida y esos momentos que lo cambian todo para siempre."
TRES ADIOSES,Isabel Coixet,122,06,19:50,2026-02-16,Renoir Princesa,https://www.cinesrenoir.com/pelicula/tres-adioses/,https://media.pillalas.com/imagenes/726afb526abffa832ea2a44a189894de905fc7e94534a8bf4ef6bf13e5ccdfe90922c22e.jpg,Italiano,No recomendada para menores de 12 años,Viernes 6 Febrero 2026,"Alba Rohrwacher, Elio Germano, Francesco Carril, Silvia D Amico, Galatea Bellugi, Sarita Choudhury","Tras lo que parecía una discusión sin importancia, Marta (Alba Rohrwacher) y Antonio (Elio Germano) se separan. Él, un chef prometedor, se refugia en sus fogones; ella, en su silencio, empieza a notar algo más que tristeza: ha perdido el apetito… y no solo por desamor. Cuando descubre que detrás hay un problema de salud, todo da un giro inesperado: la comida sabe mejor, la música le llega como nunca y el deseo despierta sus ganas de vivir sin miedo.
Una historia sobre el amor, la vida y esos momentos que lo cambian todo para siempre."
TRES ADIOSES,Isabel Coixet,122,06,22:10,2026-02-16,Renoir Princesa,https://www.cinesrenoir.com/pelicula/tres-adioses/,https://media.pillalas.com/imagenes/726afb526abffa832ea2a44a189894de905fc7e94534a8bf4ef6bf13e5ccdfe90922c22e.jpg,Italiano,No recomendada para menores de 12 años,Viernes 6 Febrero 2026,"Alba Rohrwacher, Elio Germano, Francesco Carril, Silvia D Amico, Galatea Bellugi, Sarita Choudhury","Tras lo que parecía una discusión sin importancia, Marta (Alba Rohrwacher) y Antonio (Elio Germano) se separan. Él, un chef prometedor, se refugia en sus fogones; ella, en su silencio, empieza a notar algo más que tristeza: ha perdido el apetito… y no solo por desamor. Cuando descubre que detrás hay un problema de salud, todo da un giro inesperado: la comida sabe mejor, la música le llega como nunca y el deseo despierta sus ganas de vivir sin miedo.
Una historia sobre el amor, la vida y esos momentos que lo cambian todo para siempre."
VALOR SENTIMENTAL,Joachim Trier,133,10,16:10,2026-02-16,Renoir Princesa,https://www.cinesrenoir.com/pelicula/valor-sentimental/,https://media.pillalas.com/imagenes/726afb526abffa83fe1b3adc6f8909539f80c9a958e909b641f78d7648edf8e1f62ca547.jpg,Noruego E Inglés,No recomendada para menores de 12 años,Viernes 5 Diciembre 2025,"Renate Reinsve, Stellan Skarsgård, Inga Ibsdotter Lilleaas, Elle Fanning, Anders Danielsen Lie, Jesper Christensen, Lena Endre, Cory Michael Smith, Catherine Cohen, Andreas Stoltenberg Granerud, Øyvind Hesjedal Loven, Lars Väringer, Ida Marianne Vassbotn Klasson, Vilde Søyland","Las hermanas Nora y Agnes se reencuentran con su padre ausente, un director de cine muy reconocido en el pasado que ha vuelto para ofrecer a Nora el papel principal de su próxima película. Aunque ella lo rechaza, Gustav decide seguir adelante y utilizar la casa familiar como escenario de su nuevo rodaje, lo que reaviva las tensiones entre ellos, especialmente tras la llegada de una joven actriz de Hollywood que acepta el papel en su lugar. El vínculo entre las hermanas se convertirá en su mayor refugio frente a las heridas del pasado."
VALOR SENTIMENTAL,Joachim Trier,133,10,19:10,2026-02-16,Renoir Princesa,https://www.cinesrenoir.com/pelicula/valor-sentimental/,https://media.pillalas.com/imagenes/726afb526abffa83fe1b3adc6f8909539f80c9a958e909b641f78d7648edf8e1f62ca547.jpg,Noruego E Inglés,No recomendada para menores de 12 años,Viernes 5 Diciembre 2025,"Renate Reinsve, Stellan Skarsgård, Inga Ibsdotter Lilleaas, Elle Fanning, Anders Danielsen Lie, Jesper Christensen, Lena Endre, Cory Michael Smith, Catherine Cohen, Andreas Stoltenberg Granerud, Øyvind Hesjedal Loven, Lars Väringer, Ida Marianne Vassbotn Klasson, Vilde Søyland","Las hermanas Nora y Agnes se reencuentran con su padre ausente, un director de cine muy reconocido en el pasado que ha vuelto para ofrecer a Nora el papel principal de su próxima película. Aunque ella lo rechaza, Gustav decide seguir adelante y utilizar la casa familiar como escenario de su nuevo rodaje, lo que reaviva las tensiones entre ellos, especialmente tras la llegada de una joven actriz de Hollywood que acepta el papel en su lugar. El vínculo entre las hermanas se convertirá en su mayor refugio frente a las heridas del pasado."
VALOR SENTIMENTAL,Joachim Trier,133,10,21:45,2026-02-16,Renoir Princesa,https://www.cinesrenoir.com/pelicula/valor-sentimental/,https://media.pillalas.com/imagenes/726afb526abffa83fe1b3adc6f8909539f80c9a958e909b641f78d7648edf8e1f62ca547.jpg,Noruego E Inglés,No recomendada para menores de 12 años,Viernes 5 Diciembre 2025,"Renate Reinsve, Stellan Skarsgård, Inga Ibsdotter Lilleaas, Elle Fanning, Anders Danielsen Lie, Jesper Christensen, Lena Endre, Cory Michael Smith, Catherine Cohen, Andreas Stoltenberg Granerud, Øyvind Hesjedal Loven, Lars Väringer, Ida Marianne Vassbotn Klasson, Vilde Søyland","Las hermanas Nora y Agnes se reencuentran con su padre ausente, un director de cine muy reconocido en el pasado que ha vuelto para ofrecer a Nora el papel principal de su próxima película. Aunque ella lo rechaza, Gustav decide seguir adelante y utilizar la casa familiar como escenario de su nuevo rodaje, lo que reaviva las tensiones entre ellos, especialmente tras la llegada de una joven actriz de Hollywood que acepta el papel en su lugar. El vínculo entre las hermanas se convertirá en su mayor refugio frente a las heridas del pasado."
VIDA PRIVADA,Rebecca Zlotowski,103,03,22:20,2026-02-16,Renoir Princesa,https://www.cinesrenoir.com/pelicula/vida-privada/,https://media.pillalas.com/imagenes/726afb526abffa83e85d9a90d129144ec330b3d01f9d831658c34239ba5ad1f6ab7bd9ea.jpg,Francés,No recomendada para menores de 12 años,Viernes 19 Diciembre 2025,"Jodie Foster, Daniel Auteuil, Virginie Efira, Mathieu Amalric, Vincent Lacoste, Luàna Bajrami, Noam Morgensztern, Sophie Guillemin, Frederick Wiseman, Aurore Clément, Irène Jacob, Park Ji-Min, Jean Chevalier","La reputada psiquiatra Lilian Steiner emprende una investigación privada sobre la muerte de una de sus pacientes, de la que está convencida que ha sido asesinada."
ARCO,Ugo Bienvenu,88,05,16:00,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/arco/,https://media.pillalas.com/imagenes/726afb526abffa83ddc364e355222ee7768df2fdf3b376e8597c17c1736c134c14e60f55.jpg,Francés,No recomendada para menores de 7 años,Viernes 23 Enero 2026,"Oscar Tresanini, Margot Ringard Oldra, Alma Jodorowsky, Swann Arlaud","En 2075, una niña de diez años llamada Iris es testigo de cómo un misterioso niño vestido con un traje arco iris cae del cielo. Su nombre es Arco, y viene de un idílico y lejano futuro en el que es posible viajar en el tiempo. Iris le da cobijo y hará lo que sea necesario para ayudarle a regresar a su tiempo."
AÍDA Y VUELTA,Paco León,90,03,16:00,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/aida-y-vuelta/,https://media.pillalas.com/imagenes/726afb526abffa8347d3f6e8043971b5b5a22f68100535465137cdcd8a815fa00441c58f.jpg,Castellano,No recomendada para menores de 12 años,Viernes 30 Enero 2026,"Carmen Machi, Paco León, Miren Ibarguren, Mariano Peña, Eduardo Casanova, Pepe Viyuela, Melani Olivares, Canco Rodríguez, Secun De La Rosa, David Castillo, Marisol Ayuso, Pepa Rus, Óscar Reyes, Adrián Gordillo","""Aída y vuelta"", el largometraje, aborda el rodaje de un capítulo de la serie con tramas que transcurren tanto dentro de la ficción con los personajes de ""Aída"", como fuera de ella con los propios actores y sus relaciones, yendo más allá y dando pie a reflexionar sobre temas como los límites del humor, del trabajo del cómico y la fama."
AÍDA Y VUELTA,Paco León,90,08,20:15,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/aida-y-vuelta/,https://media.pillalas.com/imagenes/726afb526abffa8347d3f6e8043971b5b5a22f68100535465137cdcd8a815fa00441c58f.jpg,Castellano,No recomendada para menores de 12 años,Viernes 30 Enero 2026,"Carmen Machi, Paco León, Miren Ibarguren, Mariano Peña, Eduardo Casanova, Pepe Viyuela, Melani Olivares, Canco Rodríguez, Secun De La Rosa, David Castillo, Marisol Ayuso, Pepa Rus, Óscar Reyes, Adrián Gordillo","""Aída y vuelta"", el largometraje, aborda el rodaje de un capítulo de la serie con tramas que transcurren tanto dentro de la ficción con los personajes de ""Aída"", como fuera de ella con los propios actores y sus relaciones, yendo más allá y dando pie a reflexionar sobre temas como los límites del humor, del trabajo del cómico y la fama."
CORTOS DOCU-ANIMACIÓN NOMINADOS A LOS GOYA [RENOIR],Beatriz Martínez & José Luis Palacios,90,10,20:30,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/cortos-docu-animacion-nominados-a-los-goya-renoir/,https://media.pillalas.com/imagenes/726afb526abffa83fbcd59035275280d7a7328da4a2763a18b178ce5df430aad53c67a37.jpg,Castellano,Pendiente de calificación,Martes 17 Febrero 2026,Goya 2026,"LosRENOIR PRINCESAde Madrid se suman al apoyo del cine español y al impulso
    del ámbito del cortometraje. Apostamos por el cortometraje como género propio y su
    exhibición en salas de cine. En esta ocasión, podremos disfrutarel martes 17 de febrerode una sesión con cortometrajes nominados a los GOYA en la categoría de animación y
    documental. La sesión está organizada y conducida por Beatriz Martínez y José Luis
    Palacios, socios de la Coordinadora del Cortometraje Español, jurado de varios festivales
    nacionales de cortometrajes y comisarios de eventos cinematográficos."
CUMBRES BORRASCOSAS,Emerald Fennell,135,11,16:05,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/cumbres-borrascosas/,https://media.pillalas.com/imagenes/726afb526abffa83abe8577deb3c0674bd352fd2b0500497b1d5570f2dd570487210fc4e.jpg,Inglés,No recomendada para menores de 16 años,Viernes 13 Febrero 2026,"Margot Robbie, Jacob Elordi, Hong Chau, Alison Oliver, Owen Cooper, Shazad Latif, Martin Clunes, Ewan Mitchell, Amy Morgan, Jessica Knappett, Charlotte Mellington, Vy Nguyen","Adaptada a todo tipo de formatos en multitud de ocasiones, se trata de una trágica historia de pasiones encontradas en la Inglaterra rural más conservadora. Una historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte ambientada en los brumosos y sombríos páramos de Yorkshire, al norte de Inglaterra."
CUMBRES BORRASCOSAS,Emerald Fennell,135,09,18:00,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/cumbres-borrascosas/,https://media.pillalas.com/imagenes/726afb526abffa83abe8577deb3c0674bd352fd2b0500497b1d5570f2dd570487210fc4e.jpg,Inglés,No recomendada para menores de 16 años,Viernes 13 Febrero 2026,"Margot Robbie, Jacob Elordi, Hong Chau, Alison Oliver, Owen Cooper, Shazad Latif, Martin Clunes, Ewan Mitchell, Amy Morgan, Jessica Knappett, Charlotte Mellington, Vy Nguyen","Adaptada a todo tipo de formatos en multitud de ocasiones, se trata de una trágica historia de pasiones encontradas en la Inglaterra rural más conservadora. Una historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte ambientada en los brumosos y sombríos páramos de Yorkshire, al norte de Inglaterra."
CUMBRES BORRASCOSAS,Emerald Fennell,135,11,19:00,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/cumbres-borrascosas/,https://media.pillalas.com/imagenes/726afb526abffa83abe8577deb3c0674bd352fd2b0500497b1d5570f2dd570487210fc4e.jpg,Inglés,No recomendada para menores de 16 años,Viernes 13 Febrero 2026,"Margot Robbie, Jacob Elordi, Hong Chau, Alison Oliver, Owen Cooper, Shazad Latif, Martin Clunes, Ewan Mitchell, Amy Morgan, Jessica Knappett, Charlotte Mellington, Vy Nguyen","Adaptada a todo tipo de formatos en multitud de ocasiones, se trata de una trágica historia de pasiones encontradas en la Inglaterra rural más conservadora. Una historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte ambientada en los brumosos y sombríos páramos de Yorkshire, al norte de Inglaterra."
CUMBRES BORRASCOSAS,Emerald Fennell,135,09,20:30,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/cumbres-borrascosas/,https://media.pillalas.com/imagenes/726afb526abffa83abe8577deb3c0674bd352fd2b0500497b1d5570f2dd570487210fc4e.jpg,Inglés,No recomendada para menores de 16 años,Viernes 13 Febrero 2026,"Margot Robbie, Jacob Elordi, Hong Chau, Alison Oliver, Owen Cooper, Shazad Latif, Martin Clunes, Ewan Mitchell, Amy Morgan, Jessica Knappett, Charlotte Mellington, Vy Nguyen","Adaptada a todo tipo de formatos en multitud de ocasiones, se trata de una trágica historia de pasiones encontradas en la Inglaterra rural más conservadora. Una historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte ambientada en los brumosos y sombríos páramos de Yorkshire, al norte de Inglaterra."
CUMBRES BORRASCOSAS,Emerald Fennell,135,11,21:35,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/cumbres-borrascosas/,https://media.pillalas.com/imagenes/726afb526abffa83abe8577deb3c0674bd352fd2b0500497b1d5570f2dd570487210fc4e.jpg,Inglés,No recomendada para menores de 16 años,Viernes 13 Febrero 2026,"Margot Robbie, Jacob Elordi, Hong Chau, Alison Oliver, Owen Cooper, Shazad Latif, Martin Clunes, Ewan Mitchell, Amy Morgan, Jessica Knappett, Charlotte Mellington, Vy Nguyen","Adaptada a todo tipo de formatos en multitud de ocasiones, se trata de una trágica historia de pasiones encontradas en la Inglaterra rural más conservadora. Una historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte ambientada en los brumosos y sombríos páramos de Yorkshire, al norte de Inglaterra."
HAMNET,Chloé Zhao,125,07,16:10,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/hamnet/,https://www.cinesrenoir.com/media/Peliculas/Cartel/HAMNET_Cartel_Digital_8Nominaciones_Oscar_YaEnCines_v2_2.jpg,Inglés,No recomendada para menores de 12 años,Viernes 23 Enero 2026,"Jessie Buckley, Paul Mescal, Joe Alwyn, Emily Watson","Año 1596, Stratford-upon-Avon, Inglaterra. La vida de Agnes transcurre plácidamente junto a su marido y sus tres hijos. Ella cultiva plantas medicinales mientras William trabaja en Londres. El destino, sin embargo, les reservará un duro golpe cuando su hijo Hamnet, de once años, muera repentinamente tras contraer la peste. A raíz de esta tragedia, su padre creará uno de los grandes personajes de la literatura universal, de nombre casi idéntico al de su hijo.


Pero esta película no habla de famosos sucesos sino de algo íntimo y olvidado: La vida de esta familia, y especialmente la de la mujer que la sostenía y que tuvo que cargar con una insoportable pérdida."
HAMNET,Chloé Zhao,125,05,17:45,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/hamnet/,https://www.cinesrenoir.com/media/Peliculas/Cartel/HAMNET_Cartel_Digital_8Nominaciones_Oscar_YaEnCines_v2_2.jpg,Inglés,No recomendada para menores de 12 años,Viernes 23 Enero 2026,"Jessie Buckley, Paul Mescal, Joe Alwyn, Emily Watson","Año 1596, Stratford-upon-Avon, Inglaterra. La vida de Agnes transcurre plácidamente junto a su marido y sus tres hijos. Ella cultiva plantas medicinales mientras William trabaja en Londres. El destino, sin embargo, les reservará un duro golpe cuando su hijo Hamnet, de once años, muera repentinamente tras contraer la peste. A raíz de esta tragedia, su padre creará uno de los grandes personajes de la literatura universal, de nombre casi idéntico al de su hijo.


Pero esta película no habla de famosos sucesos sino de algo íntimo y olvidado: La vida de esta familia, y especialmente la de la mujer que la sostenía y que tuvo que cargar con una insoportable pérdida."
HAMNET,Chloé Zhao,125,05,20:05,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/hamnet/,https://www.cinesrenoir.com/media/Peliculas/Cartel/HAMNET_Cartel_Digital_8Nominaciones_Oscar_YaEnCines_v2_2.jpg,Inglés,No recomendada para menores de 12 años,Viernes 23 Enero 2026,"Jessie Buckley, Paul Mescal, Joe Alwyn, Emily Watson","Año 1596, Stratford-upon-Avon, Inglaterra. La vida de Agnes transcurre plácidamente junto a su marido y sus tres hijos. Ella cultiva plantas medicinales mientras William trabaja en Londres. El destino, sin embargo, les reservará un duro golpe cuando su hijo Hamnet, de once años, muera repentinamente tras contraer la peste. A raíz de esta tragedia, su padre creará uno de los grandes personajes de la literatura universal, de nombre casi idéntico al de su hijo.


Pero esta película no habla de famosos sucesos sino de algo íntimo y olvidado: La vida de esta familia, y especialmente la de la mujer que la sostenía y que tuvo que cargar con una insoportable pérdida."
HAMNET,Chloé Zhao,125,05,22:25,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/hamnet/,https://www.cinesrenoir.com/media/Peliculas/Cartel/HAMNET_Cartel_Digital_8Nominaciones_Oscar_YaEnCines_v2_2.jpg,Inglés,No recomendada para menores de 12 años,Viernes 23 Enero 2026,"Jessie Buckley, Paul Mescal, Joe Alwyn, Emily Watson","Año 1596, Stratford-upon-Avon, Inglaterra. La vida de Agnes transcurre plácidamente junto a su marido y sus tres hijos. Ella cultiva plantas medicinales mientras William trabaja en Londres. El destino, sin embargo, les reservará un duro golpe cuando su hijo Hamnet, de once años, muera repentinamente tras contraer la peste. A raíz de esta tragedia, su padre creará uno de los grandes personajes de la literatura universal, de nombre casi idéntico al de su hijo.


Pero esta película no habla de famosos sucesos sino de algo íntimo y olvidado: La vida de esta familia, y especialmente la de la mujer que la sostenía y que tuvo que cargar con una insoportable pérdida."
LA CENA,Manolo Gómez Pereira,106,08,16:00,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/la-cena/,https://media.pillalas.com/imagenes/726afb526abffa83bd9f9bd0a673888f9a4e8309cfbd282ee88c3ecfb89c16c49bdbf298.jpg,Castellano,No recomendada para menores de 12 años,Viernes 17 Octubre 2025,"Mario Casas, Alberto San Juan, Asier Etxeandia, Nora Hernández, Óscar Lasarte, Martín Páez, Elvira Mínguez, Carlos Serrano, Carmen Balagué, Eva Ugarte, Antonio Resines","15 de abril, 1939. Dos semanas después de acabar la Guerra Civil, Franco propone celebrar la victoria con una cena en el Hotel Palace junto a todos sus generales. Lo que no saben es que la cena la prepararán unos cocineros republicanos que están ante su última oportunidad de huir del país."
LA CENA,Manolo Gómez Pereira,106,03,18:00,2026-02-17,Renoir Princesa,https://www.cinesrenoir.com/pelicula/la-cena/,https://media.pillalas.com/imagenes/726afb526abffa83bd9f9bd0a673888f9a4e8309cfbd282ee88c3ecfb89c16c49bdbf298.jpg,Castellano,No recomendada para menores de 12 años,Viernes 17 Octubre 2025,"Mario Casas, Alberto San Juan, Asier Etxeandia, Nora Hernández, Óscar Lasarte, Martín Páez, Elvira Mínguez, Carlos Serrano, Carmen Balagué, Eva Ugarte, Antonio Resines","15 de abril, 1939. Dos semanas después de acabar la Guerra Civil, Franco propone celebrar la victoria con una cena en el Hotel Palace junto a todos sus generales. Lo que no saben es que la cena la prepararán unos cocineros republicanos que están ante su última oportunidad de huir del país."
